avg_price
117050.291747103
116061.789469256
115909.184210339
115604.471200474
115701.947772235
115791.454702352
115781.933438048
114488.191589056
112607.664821819
112001.070174644
111749.920648257
110901.348576481
110649.549611536
111795.442195512
110777.776784888
111591.591350624
110101.020654961
108580.884132224
108797.827658708
108186.895920756
110089.338668443
112175.500468133
111508.838990079
110579.524275786
111481.061026314
113337.814462442
115766.180727579
114528.173637325
113394.442163774
113506.87904945
114747.447490044
116168.926778329
117937.648610555
117634.00787588
118098.442616205
120855.999754534
121311.042332722
119265.596433849
120240.062988568
117902.940067565
117135.223459893
116803.329774559
115978.308736483
114555.04113296
113909.273168654
114929.93757017
113345.613894135
113013.687120956
114392.607804123
117212.603488846
117290.776761533
118130.620517636
118630.613677935
118837.642169951
117758.456657092
116623.401069533
118391.713442628
118752.370684475
118251.596313261
118127.982238649
117707.585094515
117964.906190735
118888.949533103
119253.911602914
118565.170115451
117850.623567547
121025.404793501
118357.50488528
117598.46187018
117051.08004393
113634.767064605
110141.529489172
108349.264041992
108618.653518499
108789.321551704
108111.807609244
108524.183742931
109573.628605067
107460.524556993
106410.452649408
107779.221120836
107878.208783014
107225.927429053
107111.232827671
107485.946405
107024.894819515
105528.535336752
102911.304675237
100818.918170668
102494.422150306
104455.797455128
104595.833724291
104592.0574746
105573.361086106
106956.498426187
105338.489275782
105291.560625914
104502.285890906
107283.193089001
109235.274440625
109373.917439523
107980.825356957
105786.195182425
104980.032940439
103273.172924082
103186.788042858
105115.196146038
105867.211584788
104842.930218232
104855.749925332
104031.609021885
104997.368397895
107142.224556161
108055.609284676
109176.882288514
109556.261697237
107998.336996142
108174.906130338
109320.102558901
110627.620249396
108425.849389889
105756.814856641
104590.703914175
104869.886356588
103188.063034734
103835.482694284
102797.21617061
103460.931261768
103256.256723544
103280.927320852
104151.36449954
103896.123007054
103320.290619286
100441.704443885
96727.5687058255
95144.5175709558
94379.7250207884
95246.1760302981
96382.5863668225
97140.9234634566
95795.7988801628
94114.4795173575
94641.0235217243
94229.6502287925
94483.301866958
94589.3050332401
94333.4927790639
92856.4542712593
93249.3451270765
90450.9566025445
86801.9669400103
84641.6135530822
84975.5807773276
84696.966323755
84599.410337896
84264.4501698821
85014.0834501097
84737.817337103
84521.0950559828
84312.7828812221
81591.8971091079
80578.5329059833
79065.336480966
78510.9552009448
77777.8717609933
80401.2293440829
83292.3776132168
83183.4475170861
82595.6981141143
85405.2480329339
83958.3640577871
82582.0049549912
82539.1249989163
83100.7367256032
85523.7518396238
86812.3285483953
87076.8061480755
87444.2367847503
87149.9638685015
84944.8453668653
84094.3266236089
83976.6706863506
85545.2308680482
84795.4563500596
82627.8529178404
83608.7392595584
83534.7515998383
84156.1335093948
83030.4262238348
82116.7725767702
82496.913348236
80101.0042245542
80688.259218861
83261.8085707822
86047.3758907917
87954.3646506454
90328.539156071
88689.0062929315
85220.2569553167
89755.5263762058
90041.823183953
85158.2674188212
81642.6191644916
85072.8700349418
85709.0766445062
89259.6573258088
93937.5975702487
95971.1635499046
96357.7498867762
97175.4626938195
97604.9322284797
95933.7831483139
95042.1053003841
96137.8907228236
96893.2885282498
97607.6171838989
97581.1374947614
96690.3976620876
96126.1151263064
96683.9700659173
96827.0310490573
96035.2716349169
96290.1498530526
97904.0149932094
97437.9779627381
97644.0166921927
98976.8599258479
96878.533641379
98823.3718224624
101526.717628135
103785.116601003
104870.205879513
103017.314975787
101984.504599031
100505.023281006
103973.1781321
104682.083703548
104935.334668137
104039.065991955
104827.304723693
103642.4403511
104293.121887151
102935.164856073
103569.913274465
102916.567756018
99073.0160897612
98599.4393784109
95837.4096258083
92548.550207264
94540.0239857613
94408.8655942482
94010.3521667623
93285.281859953
94892.0831544133
99422.6801992014
100204.511213577
98052.5365803793
98148.7020728721
97495.7655499264
95970.6936300404
93858.996346839
94002.3157858274
93110.2296778833
94028.3351358617
94770.0925094264
95302.7951123277
97511.2287308133
98536.1095904715
96426.0376326443
94409.6726557591
95781.2254744886
97966.8096648304
95137.0458778303
99167.9161742829
103256.074533901
106780.092474009
105551.781185529
103137.284838599
101626.471061796
100561.043228813
100932.430102026
98830.2956653632
96295.7057810685
97814.2076276998
100085.751438432
99797.1331216144
99277.3789388436
97949.6269243348
96933.9241619948
94963.3799773779
96317.7307952249
96829.1558673281
96821.7811150179
97050.5272696757
95663.7790322461
94569.9215738225
92881.2825050088
95788.9733340906
97217.6272881384
98123.7854892995
98439.0840601485
96573.4079393684
93260.7599867662
92214.9277442813
90995.1897467001
90087.3531675097
90929.0866267235
89496.8226481476
89224.0185960864
89845.643654094
87555.9969333772
84943.8727287526
79019.9269105622
76278.6405476241
76450.7444317359
75711.7686664285
72891.0926343556
68990.8282492114
68118.4132068227
68422.0917202213
69450.5370559297
70169.3584556645
71126.406334804
72158.5167770319
71653.5637441972
68873.7000267577
67534.2689202178
66839.2568320062
67121.9764717153
67626.5307717363
66295.3899579852
67191.4724883109
68146.295124979
68732.3637831274
68346.3220226691
68073.7825614994
67279.7994255402
67567.0092290332
